公車名稱,方向,車站名稱
667,回程,介壽公園(館前東路)
667,回程,實踐成都街口
667,回程,後埔國小
667,回程,福德里
667,回程,民德路
667,回程,德光路
667,回程,德光路口
667,回程,莒光路
667,回程,國光派出所
667,回程,自強國小
667,回程,華安街口
667,回程,壽德街口
667,回程,五權公園
667,回程,廣福公園
667,回程,干城路口
667,回程,板橋後站
668,去程,東方山河社區
668,去程,鄉長路一段
668,去程,國泰醫院
668,去程,汐止
668,去程,汐止公園
668,去程,汐止國小
668,去程,汐科站北站
668,去程,遠東科技中心
668,去程,汐科站南站
668,去程,昊天嶺
668,去程,聯合報總部
668,去程,樟樹灣
668,去程,南樟樹灣
668,去程,天良電視台
668,去程,橫科
668,去程,捷運南港展覽館站(南港路)
668,去程,南港展覽館
668,去程,南港
668,去程,南港高工(南港路)
668,去程,南港行政中心
668,去程,台肥新村
668,去程,南港輪胎
668,去程,東明里/臺北流行音樂中心
668,去程,土地公廟
668,去程,玉成國小
668,去程,西新里(新新公園)
668,去程,南港路三段
668,去程,松山磚廠
668,去程,玉成里
668,去程,松山車站(八德)
668,去程,松山農會
668,去程,饒河街觀光夜市(塔悠)
668,去程,南松山(南京)
668,去程,南京公寓(捷運南京三民)
668,去程,南京三民路口
668,去程,南京寧安街口
668,去程,南京敦化路口(小巨蛋)
668,去程,捷運南京復興站
668,去程,南京龍江路口
668,去程,南京建國路口
668,去程,捷運松江南京站
668,去程,長安松江路口
668,去程,光華商場
668,去程,捷運忠孝新生站
668,去程,仁愛新生路口
668,去程,信義新生路口
668,去程,金華新生路口
668,去程,和平新生路口
668,去程,龍安國小(公務人力發展學院)
668,去程,臺大綜合體育館
668,去程,臺大
668,去程,捷運公館站
668,去程,師大分部
668,回程,捷運公館站
668,回程,臺大
668,回程,臺大綜合體育館
668,回程,龍安國小(公務人力發展學院)
668,回程,金華新生路口
668,回程,信義新生路口
668,回程,仁愛新生路口
668,回程,捷運忠孝新生站
668,回程,光華商場
668,回程,長安松江路口
668,回程,長安東路二段
668,回程,南京建國路口
668,回程,南京龍江路口
668,回程,捷運南京復興站
668,回程,南京敦化路口(小巨蛋)
668,回程,南京寧安街口
668,回程,南京三民路口
668,回程,南京公寓(捷運南京三民)
668,回程,南松山(南京)
668,回程,饒河街觀光夜市(塔悠)
668,回程,松山農會
668,回程,松山車站(八德)
668,回程,玉成里
668,回程,松山磚廠
668,回程,南港路三段
668,回程,西新里(新新公園)
668,回程,玉成國小
668,回程,土地公廟
668,回程,東明里/臺北流行音樂中心
668,回程,南港輪胎
668,回程,台肥新村
668,回程,南港行政中心
668,回程,南港高工(南港路)
668,回程,南港
668,回程,捷運南港展覽館站(南港路)
668,回程,橫科
668,回程,富信飯店
668,回程,南樟樹灣
668,回程,樟樹灣
668,回程,聯合報總部
668,回程,昊天嶺
668,回程,汐科站南站
668,回程,汐科站北站
668,回程,汐止國小
668,回程,汐止國中
668,回程,汐止
668,回程,國泰醫院
668,回程,鄉長路一段
668,回程,東方山河社區
671,去程,遠東世紀
671,去程,全球工業總部
671,去程,景美女中
671,去程,木新市場
671,去程,力行國小
671,去程,國泰新村(木新)
671,去程,國泰新村(興隆)
671,去程,忠順街口
671,去程,木柵公園
671,去程,再興中學
671,去程,中興公寓
671,去程,永建國小
671,去程,溝子口
671,去程,考試院
671,去程,復興派出所
671,去程,世新大學
671,去程,景美國小(景文)
671,去程,文山二分局
671,去程,財政園區
671,去程,萬隆
671,去程,捷運萬隆站
671,去程,武功國小(羅斯福)
671,去程,師大分部
671,去程,捷運公館站
671,去程,台電大樓
671,去程,新民國小
671,去程,三軍總醫院(辛亥)
671,去程,水源路口
671,去程,河堤國小
671,去程,強恕中學
671,去程,廈門街口
671,去程,螢橋國小
671,去程,泉州街口
671,去程,汀州路
671,去程,龍口市場
671,去程,國盛國宅
671,去程,中華南海路口
671,去程,南機場公寓
671,去程,廈安里
671,去程,大埔街
671,去程,聯合醫院和平院區
671,去程,捷運西門站
671,去程,中華路北站
671,去程,臺北車站(忠孝)
671,回程,捷運善導寺站
671,回程,成功中學(林森)
671,回程,開南中學
671,回程,仁愛林森路口
671,回程,信義杭州路口
671,回程,捷運東門站(金山)
671,回程,公企中心
671,回程,金華大廈
671,回程,金華國中
671,回程,和平新生路口
671,回程,龍安國小(公務人力發展學院)
671,回程,臺大綜合體育館
671,回程,臺大
671,回程,捷運公館站
671,回程,師大分部
671,回程,武功國小(興隆)
671,回程,景明街口
671,回程,憲光公寓
671,回程,靜心高中
671,回程,興隆市場
671,回程,興德國小
671,回程,興隆國小
671,回程,捷運萬芳醫院站
671,回程,臺灣警察專科學校
671,回程,文山運動中心(興隆)
671,回程,海巡署
671,回程,海巡署一
671,回程,興隆山莊
671,回程,馬明潭(再興中學)
671,回程,木柵公園
671,回程,忠順街口
671,回程,國泰新村(興隆)
671,回程,國泰新村(木新)
671,回程,力行國小
671,回程,木新市場
671,回程,景美女中
676,去程,捷運動物園站
676,去程,貓纜動物園站
676,去程,萬壽橋頭(新光)
676,去程,萬壽橋頭(秀明)
676,去程,萬興國小
676,去程,政大一
676,去程,新光路口
676,去程,指南路口
676,去程,木南公園
676,去程,景文中學
676,去程,司法新村
676,去程,忠順廟
676,去程,國泰新村(興隆)
676,去程,忠順街口
676,去程,木柵公園
676,去程,馬明潭(再興中學)
676,去程,興隆山莊
676,去程,海巡署一
676,去程,海巡署
676,去程,文山運動中心(興隆)
676,去程,臺灣警察專科學校
676,去程,捷運萬芳醫院站
676,去程,中國科技大學(興隆)
676,去程,興隆國小
676,去程,興德國小
676,去程,興隆市場
676,去程,靜心高中
676,去程,憲光公寓
676,去程,景明街口
676,去程,武功國小(興隆)
676,去程,師大分部
676,去程,捷運公館站
676,去程,臺大
676,去程,臺大綜合體育館
676,去程,龍安國小(公務人力發展學院)
676,去程,金華新生路口
676,去程,信義新生路口
676,去程,仁愛新生路口
676,去程,捷運忠孝新生站
676,去程,光華商場
676,去程,長安松江路口
676,去程,捷運松江南京站
676,去程,長春松江路口
676,去程,捷運行天宮站(松江路)
676,去程,行天宮
676,去程,新生公園(林安泰)
676,去程,第二果菜市場
676,去程,榮星花園
676,去程,民權松江路口
676,回程,捷運行天宮站(松江路)
676,回程,長春松江路口
676,回程,捷運松江南京站
676,回程,長安松江路口
676,回程,光華商場
676,回程,捷運忠孝新生站
676,回程,仁愛新生路口
676,回程,信義新生路口
676,回程,金華新生路口
676,回程,和平新生路口
676,回程,龍安國小(公務人力發展學院)
676,回程,臺大綜合體育館
676,回程,臺大
676,回程,捷運公館站
676,回程,師大分部
676,回程,武功國小(興隆)
676,回程,景明街口
676,回程,憲光公寓
676,回程,靜心高中
676,回程,興隆市場
676,回程,興德國小
676,回程,興隆國小
676,回程,捷運萬芳醫院站
676,回程,臺灣警察專科學校
676,回程,文山運動中心(興隆)
676,回程,海巡署
676,回程,海巡署一
676,回程,興隆山莊
676,回程,馬明潭(再興中學)
676,回程,木柵公園
676,回程,忠順街口
676,回程,國泰新村(興隆)
676,回程,忠順廟
676,回程,司法新村
676,回程,景文中學
676,回程,木南公園
676,回程,指南路口
676,回程,政大
676,回程,萬興圖書館
676,回程,大誠高中
676,回程,萬壽橋頭(秀明)
676,回程,萬壽橋頭(新光)
676,回程,貓纜動物園站
676,回程,捷運動物園站
677,去程,社后消防隊
677,去程,社后派出所
677,去程,工建路
677,去程,水都社區
677,去程,樟樹國際實中
677,去程,厚德里
677,去程,福安宮
677,去程,半島花園
677,去程,樟江大橋
677,去程,伯爵山莊
677,去程,福德一路口
677,去程,伯爵山莊一
677,去程,濱湖大第
677,去程,明湖新村
677,去程,湖濱別墅
677,去程,湖前街口
677,去程,北峰里(康寧街)
677,去程,金龍國小(康寧街)
677,去程,木南煤礦
677,去程,經貿園區
677,去程,北山里
677,去程,東湖國小
677,去程,五分社區
677,去程,明湖國中
677,去程,明湖國小(公共電視台)
677,去程,捷運葫洲站(康寧大學)
677,去程,康寧醫院
677,去程,黃石公廟
677,去程,大湖公園
677,去程,捷運大湖公園站
677,去程,大湖
677,去程,金龍里
677,去程,金龍路口
677,去程,貿商三村
677,去程,碧山岩
677,去程,金龍隧道口
677,去程,金龍寺
677,回程,金龍隧道口
677,回程,碧山岩
677,回程,貿商三村
677,回程,金龍路口
677,回程,秀湖
677,回程,大湖
677,回程,捷運大湖公園站
677,回程,大湖公園
677,回程,黃石公廟
677,回程,康寧醫院
677,回程,康寧社區
677,回程,捷運葫洲站(康寧大學)
677,回程,明湖國小(公共電視台)
677,回程,明湖國中
677,回程,五分社區
677,回程,東湖國小
677,回程,北山里
677,回程,經貿園區
677,回程,木南煤礦
677,回程,金龍國小(康寧街)
677,回程,北峰里(康寧街)
677,回程,湖前街口
677,回程,湖濱別墅
677,回程,明湖新村
677,回程,濱湖大第
677,回程,伯爵山莊一
677,回程,福德一路口
677,回程,伯爵山莊
677,回程,樟江大橋
677,回程,半島花園
677,回程,福安宮
677,回程,厚德里
677,回程,樟樹國際實中
677,回程,水都社區
677,回程,工建路
677,回程,中興路
677,回程,社后派出所
677,回程,社后消防隊
677副,去程,社后消防隊
677副,去程,社后派出所
677副,去程,工建路
677副,去程,水都社區
677副,去程,樟樹國際實中
677副,去程,厚德里
677副,去程,福安宮
677副,去程,半島花園
677副,去程,樟江大橋
677副,去程,伯爵山莊
677副,去程,福德一路口
677副,去程,伯爵山莊一
677副,去程,濱湖大第
677副,去程,金龍湖
677副,去程,湖東街口
677副,去程,金龍里
677副,去程,北峰里(明峰街)
677副,去程,金龍國小(明峰街)
677副,去程,木南煤礦
677副,去程,經貿園區
677副,去程,北山里
677副,去程,東湖國小
677副,去程,五分社區
677副,去程,明湖國中
677副,去程,明湖國小(公共電視台)
677副,去程,捷運葫洲站(康寧大學)
677副,去程,康寧醫院
677副,去程,黃石公廟
677副,去程,大湖公園
677副,去程,捷運大湖公園站
677副,去程,大湖
677副,去程,金龍里
677副,去程,金龍路口
677副,去程,貿商三村
677副,去程,碧山岩
677副,去程,金龍隧道口
677副,去程,金龍寺
677副,回程,金龍隧道口
677副,回程,碧山岩
677副,回程,貿商三村
677副,回程,金龍路口
677副,回程,秀湖
677副,回程,大湖
677副,回程,捷運大湖公園站
677副,回程,大湖公園
677副,回程,黃石公廟
677副,回程,康寧醫院
677副,回程,康寧社區
677副,回程,捷運葫洲站(康寧大學)
677副,回程,明湖國小(公共電視台)
677副,回程,明湖國中
677副,回程,五分社區
677副,回程,東湖國小
677副,回程,北山里
677副,回程,經貿園區
677副,回程,木南煤礦
677副,回程,金龍國小(明峰街)
677副,回程,金龍里
677副,回程,湖東街口
677副,回程,金龍湖
677副,回程,濱湖大第
677副,回程,伯爵山莊一
677副,回程,福德一路口
677副,回程,伯爵山莊
677副,回程,樟江大橋
677副,回程,半島花園
677副,回程,福安宮
677副,回程,厚德里
677副,回程,樟樹國際實中
677副,回程,水都社區
677副,回程,工建路
677副,回程,中興路
677副,回程,社后派出所
677副,回程,社后消防隊
678,去程,基隆市界(明德三路)
678,去程,摩天鎮
678,去程,亞太科技園區
678,去程,保長坑
678,去程,保安里
678,去程,長安里
678,去程,崇義高中(五堵車站)
678,去程,崇義高中(忠孝東路)
678,去程,橋東
678,去程,摩登家庭社區
678,去程,公教住宅
678,去程,茄苳里活動中心
678,去程,茄苳腳
678,去程,宏國富邑
678,去程,活力社區
678,去程,江山萬里
678,去程,南昌街口
678,去程,汐止行政中心
678,去程,汐止農會
678,去程,連興街口
678,去程,東方科學園區
678,去程,遠東世界中心
678,去程,天良電視台
678,去程,橫科
678,去程,捷運南港展覽館站(南港路)
678,去程,南港展覽館
678,去程,南港
678,去程,南港高工(南港路)
678,去程,南港行政中心
678,去程,台肥新村
678,去程,南港輪胎
678,去程,東明里/臺北流行音樂中心
678,去程,土地公廟
678,去程,玉成國小
678,去程,西新里(新新公園)
678,去程,南港路三段
678,去程,松山磚廠
678,去程,玉成里
678,去程,松山車站(八德)
678,去程,松山農會
678,去程,饒河街觀光夜市(八德)
678,去程,基隆路口二
678,去程,松山高中(基隆路)
678,去程,捷運市政府站
678,去程,市政府(松智)
678,去程,市政府(松壽)
678,去程,市政府(市府)
678,回程,松山高中(基隆路)
678,回程,基隆路口
678,回程,饒河街觀光夜市(八德)
678,回程,松山農會
678,回程,松山車站(八德)
678,回程,玉成里
678,回程,松山磚廠
678,回程,南港路三段
678,回程,西新里(新新公園)
678,回程,玉成國小
678,回程,土地公廟
678,回程,東明里/臺北流行音樂中心
678,回程,南港輪胎
678,回程,台肥新村
678,回程,南港行政中心
678,回程,南港高工(南港路)
678,回程,南港
678,回程,捷運南港展覽館站(南港路)
678,回程,橫科
678,回程,富信飯店
678,回程,遠東世界中心
678,回程,東方科學園區
678,回程,連興街口
678,回程,汐止農會
678,回程,汐止行政中心
678,回程,秀峰高中(新台五路)
678,回程,南昌街口
678,回程,江山萬里
678,回程,活力社區
678,回程,宏國富邑
678,回程,茄苳腳
678,回程,茄苳里活動中心
678,回程,公教住宅
678,回程,摩登家庭社區
678,回程,橋東
678,回程,崇義高中(忠孝東路)
678,回程,崇義高中(五堵車站)
678,回程,長安里
678,回程,保安里
678,回程,保長坑
678,回程,亞太科技園區
678,回程,基隆市界(明德三路)
679,去程,捷運動物園站
679,去程,貓纜動物園站
679,去程,萬壽橋頭(新光)
679,去程,萬壽橋頭(秀明)
679,去程,萬興國小
679,去程,新光路口
679,去程,指南路
679,去程,木柵市場
679,去程,文山行政中心
679,去程,萬壽橋頭(木柵)
679,去程,萬芳路口
679,去程,木柵高工
679,去程,捷運木柵站
679,去程,博嘉國小
679,去程,風動石
679,去程,石壁坑
679,去程,萬福橋
679,去程,象頭埔
679,去程,富德
679,去程,文和橋
679,去程,富德里
679,去程,草地尾
679,去程,萬順寮
679,去程,東南科技大學
679,去程,台新工廠
679,去程,深坑郵局
679,去程,深坑
679,去程,深坑區公所
679,去程,深坑國小
679,去程,變電所
679,去程,草地頭
679,去程,民華影城
679,去程,世新山莊
679,去程,深坑區清潔隊
679,去程,王厝
679,去程,崩山
679,去程,崩山頂厝
679,去程,青山雄觀南區
679,去程,青山雄觀北區
679,去程,風格街
679,去程,護國九天宮
679,去程,南深路80號
679,去程,福音山莊
679,去程,豐台煤礦
679,去程,山豬窟
679,去程,福聖宮(山水綠生態公園)
679,去程,巴黎春天社區
679,去程,舊莊國小
679,去程,舊莊一站
679,去程,中研院
679,去程,中研新村
679,去程,圓拱橋
679,去程,南港水廠
679,去程,誠正國中
679,去程,南港展覽館
679,去程,南港
679,去程,南港高工(南港路)
679,去程,南港車站
679,回程,南港行政中心
679,回程,南港高工(南港路)
679,回程,南港
679,回程,南港展覽館
679,回程,誠正國中
679,回程,南港水廠
679,回程,圓拱橋
679,回程,中研新村
679,回程,中研院
679,回程,舊莊一站
679,回程,舊莊國小
679,回程,巴黎春天社區
679,回程,臨時站四
679,回程,福聖宮(山水綠生態公園)
679,回程,山豬窟
679,回程,豐台煤礦
679,回程,臨時站一
679,回程,福音山莊
679,回程,南深路80號
679,回程,護國九天宮
679,回程,風格街
679,回程,青山雄觀北區
679,回程,青山雄觀南區
679,回程,崩山頂厝
679,回程,崩山
679,回程,王厝
679,回程,深坑區清潔隊
679,回程,世新山莊
679,回程,民華影城
679,回程,草地頭
679,回程,變電所
679,回程,深坑國小
679,回程,深坑區公所
679,回程,深坑
679,回程,深坑郵局
679,回程,台新工廠
679,回程,東南科技大學
679,回程,萬順寮
679,回程,草地尾
679,回程,富德里
679,回程,文和橋
679,回程,富德
679,回程,象頭埔
679,回程,萬福橋
679,回程,石壁坑
679,回程,風動石
679,回程,博嘉國小
679,回程,捷運木柵站
679,回程,木柵高工
679,回程,萬芳路口
679,回程,萬壽橋頭(木柵)
679,回程,文山行政中心
679,回程,木柵市場
679,回程,永安街
679,回程,指南路口
679,回程,政大
679,回程,萬興圖書館
679,回程,大誠高中
679,回程,萬壽橋頭(秀明)
679,回程,萬壽橋頭(新光)
679,回程,貓纜動物園站
679,回程,捷運動物園站
680,去程,大我新舍
680,去程,麟光站
680,去程,黎忠市場
680,去程,富陽街口
680,去程,捷運六張犁站(和平)
680,去程,和平安和路口
680,去程,臥龍街
680,去程,國立臺北教育大學
680,去程,復興南路口
680,去程,國北教大實小
680,去程,龍門國中(和平)
680,去程,大安森林公園
680,去程,金華新生路口
680,去程,信義新生路口
680,去程,仁愛新生路口
680,去程,捷運忠孝新生站
680,去程,光華商場
680,去程,長安松江路口
680,去程,捷運松江南京站
680,去程,長春松江路口
680,去程,民生松江路口
680,去程,合江街口
680,去程,臺北大學(臺北校區)
680,去程,捷運中山國中站
680,去程,五常街口
680,去程,大直國小
680,去程,捷運大直站
680,去程,植福宮
680,去程,自強隧道(大直教會)
680,去程,外雙溪(故宮)
680,去程,故宮路口
680,去程,中影文化城
680,去程,東吳大學(錢穆故居)
680,去程,梅林新村
680,去程,雙溪公園
680,去程,泰北中學
680,去程,士林官邸(中正)
680,去程,福林國小
680,去程,福林橋
680,去程,士林電機(中山德行路口)
680,去程,克強游泳池
680,去程,士東國小
680,去程,賴厝
680,去程,台北美國/日僑學校
680,去程,天母廣場
680,去程,天母新村
680,去程,天母
680,去程,天母
680,去程,農訓協會
680,去程,天母新村
680,去程,天母廣場
680,去程,三玉宮
680,去程,忠誠路口
680,去程,天母國中
680,去程,東山路
680,回程,東山路
680,回程,天母國中
680,回程,忠誠路口
680,回程,三玉宮
680,回程,天母廣場
680,回程,天母新村
680,回程,天母
680,回程,天母
680,回程,農訓協會
680,回程,天母新村
680,回程,天母廣場
680,回程,台北美國/日僑學校
680,回程,賴厝
680,回程,士東國小
680,回程,克強游泳池
680,回程,士林電機(中山德行路口)
680,回程,德行(中山忠誠路口)
680,回程,捷運芝山站(福國)
680,回程,捷運芝山站一
680,回程,士林
680,回程,捷運士林站(中正)
680,回程,福林國小
680,回程,士林官邸(中正)
680,回程,泰北中學
680,回程,雙溪公園
680,回程,梅林新村
680,回程,東吳大學(錢穆故居)
680,回程,中影文化城
680,回程,外雙溪(故宮)
680,回程,自強隧道
680,回程,植福宮
680,回程,捷運大直站
680,回程,復興北村
680,回程,五常街口
680,回程,捷運中山國中站
680,回程,臺北大學(臺北校區)
680,回程,合江街口
680,回程,民生松江路口
680,回程,長春松江路口
680,回程,捷運松江南京站
680,回程,長安松江路口
680,回程,光華商場
680,回程,捷運忠孝新生站
680,回程,仁愛新生路口
680,回程,信義新生路口
680,回程,金華新生路口
680,回程,大安森林公園
680,回程,龍門國中(和平)
680,回程,復興南路口
680,回程,國立臺北教育大學
680,回程,臥龍街
680,回程,和平安和路口
680,回程,捷運六張犁站(和平)
680,回程,富陽街口
680,回程,黎忠市場
680,回程,捷運麟光站
680,回程,麟光站
680,回程,大我新舍
681,去程,內湖焚化廠(葫蘆洲公園)
681,去程,捷運東湖站(南湖高中)
681,去程,明湖國中
681,去程,明湖國小(公共電視台)
681,去程,捷運葫洲站(康寧大學)
681,去程,康寧醫院
681,去程,黃石公廟
681,去程,大湖公園
681,去程,捷運大湖公園站
681,去程,大湖
681,去程,金龍里
681,去程,捷運內湖站
681,去程,湖光市場
681,去程,成功路三段
681,去程,內湖高中
681,去程,捷運文德站(碧湖公園)
681,去程,湖光國宅
681,去程,西湖圖書館(湖光教會)
681,去程,捷運港墘站(內湖高工)
681,去程,麗山國中
681,去程,麗山街
681,去程,恕德家商
681,去程,捷運西湖站
681,去程,治磐新村
681,去程,文湖國小
681,去程,美麗華
681,去程,捷運劍南路站
681,去程,外雙溪(故宮)
681,去程,故宮路口
681,去程,中影文化城
681,去程,東吳大學(錢穆故居)
681,去程,梅林新村
681,去程,雙溪公園
681,去程,岩山里
681,去程,岩山里一
681,去程,芝蘭新村
681,去程,華興中學
681,去程,嶺頭
681,去程,拔子埔
681,去程,永嶺
681,去程,永福(林語堂故居)
681,去程,陽明教養院
681,去程,福音
681,去程,陽明山國小
681,去程,明德新村
681,去程,白雲山莊
681,去程,新安
681,去程,下竹林
681,去程,格致國中
681,去程,山仔后派出所
681,去程,文化大學
681,去程,磺溪底
681,去程,格致大亨路口
681,去程,福壽橋
681,去程,聯勤陽明山招待所
681,去程,錫安堂
681,去程,教師中心
681,去程,中山樓
681,去程,陽明山
681,去程,陽明山國家公園管理處
681,回程,陽明山國家公園管理處
681,回程,陽明山
681,回程,中山樓
681,回程,教師中心
681,回程,聯勤陽明山招待所
681,回程,福壽橋
681,回程,格致大亨路口
681,回程,磺溪底
681,回程,文化大學
681,回程,山仔后派出所
681,回程,格致國中
681,回程,下竹林
681,回程,新安
681,回程,白雲山莊
681,回程,明德新村
681,回程,陽明山國小
681,回程,福音
681,回程,陽明教養院
681,回程,永福(林語堂故居)
681,回程,永嶺
681,回程,拔子埔
681,回程,嶺頭
681,回程,華興中學
681,回程,芝蘭新村
681,回程,岩山里一
681,回程,岩山里
681,回程,梅林新村
681,回程,東吳大學(錢穆故居)
681,回程,中影文化城
681,回程,外雙溪(故宮)
681,回程,自強隧道
681,回程,捷運劍南路站
681,回程,美麗華
681,回程,文湖國小
681,回程,治磐新村
681,回程,捷運西湖站
681,回程,恕德家商
681,回程,麗山街
681,回程,捷運港墘站(內湖高工)
681,回程,西湖圖書館(湖光教會)
681,回程,湖光國宅
681,回程,捷運文德站(碧湖公園)
681,回程,內湖高中
681,回程,成功路三段
681,回程,湖光市場
681,回程,捷運內湖站
681,回程,秀湖
681,回程,大湖
681,回程,捷運大湖公園站
681,回程,大湖公園
681,回程,黃石公廟
681,回程,康寧醫院
681,回程,康寧社區
681,回程,捷運葫洲站(康寧大學)
681,回程,明湖國小(公共電視台)
681,回程,明湖國中
681,回程,捷運東湖站(南湖高中)
681,回程,動物之家
681,回程,東湖站
682,去程,八仙樂園
682,去程,廈竹圍
682,去程,土地公廟
682,去程,八里
682,去程,舊城里
682,去程,八里區農會
682,去程,八里服務站
682,去程,八里國小
682,去程,中廣公司
682,去程,山海觀
682,去程,八里行政中心(十三行博物館)
682,去程,田心
682,去程,公田
682,去程,埤頭里
682,去程,挖仔尾
682,去程,大竹圍
682,去程,大崁國小
682,去程,安老院
682,去程,大崁里
682,去程,乙天宮
682,去程,西門
682,去程,下街仔
682,去程,渡船頭
682,去程,水雲山莊
682,去程,米倉里
682,去程,觀音路口
682,去程,米倉國小
682,去程,米倉國小一
682,去程,聖心別墅
682,去程,烏山頭
682,去程,張厝
682,去程,聖心女中
682,去程,龍形
682,去程,大福社區
682,去程,艋舺橋(臨時站)
682,去程,艋舺橋
682,去程,關渡大橋
682,去程,關渡
682,去程,關渡國小(臺北城市科技大學)
682,去程,一德街口
682,去程,和信醫院
682,去程,捷運忠義站
682,去程,中央北路
682,去程,桃源國中
682,去程,行天宮北投分宮忠義站
682,去程,中央北路三段
682,去程,捷運復興崗站
682,去程,製片廠
682,去程,復興崗
682,去程,文化國小
682,去程,大業中央北路口
682,去程,北投國小
682,去程,中央南路
682,去程,中央南大興街口
682,去程,慈后宮
682,去程,捷運奇岩站(北投)
682,去程,捷運唭哩岸站二(西安)
682,去程,捷運唭哩岸站一(西安)
682,去程,健行新村(西安)
682,去程,陽明交大(西安)
682,去程,石牌國中
682,去程,石牌國小
682,去程,石牌路
682,去程,立賢路口
682,去程,北投垃圾焚化廠
682,去程,普濟堂
682,去程,社子國小二
682,去程,社子國小
682,去程,永倫里(南)
682,去程,社子派出所
682,去程,社子市場二
682,去程,社正路
682,去程,國泰人壽大樓
682,去程,社子公園
682,去程,永平街口
682,去程,永倫里(社中)
682,回程,永倫里(延平)
682,回程,洲美橋
682,回程,北投垃圾焚化廠
682,回程,立賢路口
682,回程,石牌路
682,回程,石牌國小
682,回程,義理街口
682,回程,陽明交大(東華)
682,回程,健行新村(東華)
682,回程,捷運唭哩岸站一(東華)
682,回程,捷運唭哩岸站二(東華)
682,回程,捷運奇岩站(北投)
682,回程,捷運北投站(大興)
682,回程,中央南路
682,回程,北投國小
682,回程,大業中央北路口
682,回程,文化國小
682,回程,復興崗
682,回程,製片廠
682,回程,捷運復興崗站
682,回程,中央北路三段
682,回程,行天宮北投分宮忠義站
682,回程,桃源國中
682,回程,中央北路
682,回程,捷運忠義站
682,回程,和信醫院
682,回程,一德街口
682,回程,關渡國小(臺北城市科技大學)
682,回程,關渡
682,回程,關渡大橋
682,回程,艋舺橋
682,回程,大福社區
682,回程,龍形
682,回程,聖心女中
682,回程,張厝
682,回程,烏山頭
682,回程,聖心別墅
682,回程,米倉國小一
682,回程,米倉國小
682,回程,觀音路口
682,回程,米倉里
682,回程,水雲山莊
682,回程,渡船頭
682,回程,下街仔
682,回程,西門
682,回程,乙天宮
682,回程,大崁里
682,回程,安老院
682,回程,大崁國小
682,回程,大竹圍
682,回程,挖仔尾
682,回程,埤頭里
682,回程,公田
682,回程,田心
682,回程,八里行政中心(十三行博物館)
682,回程,山海觀
682,回程,中廣公司
682,回程,八里國小
682,回程,八里服務站
682,回程,八里區農會
682,回程,舊城里
682,回程,八里
682,回程,土地公廟
682,回程,廈竹圍
682,回程,八仙橋頭
682,回程,八仙樂園
685,去程,麟光站
685,去程,黎忠市場
685,去程,富陽街口
685,去程,捷運六張犁站(和平)
685,去程,和平安和路口
685,去程,臥龍街
685,去程,國立臺北教育大學
685,去程,捷運科技大樓站
685,去程,開平餐飲學校
685,去程,大安高工(捷運大安站)
685,去程,捷運大安站(復興)
685,去程,東豐復興路口
685,去程,聯合醫院仁愛院區
685,去程,捷運忠孝復興站
685,去程,復興南路(中崙里)
685,去程,芝麻大廈
685,去程,捷運南京復興站
685,去程,興安華城
685,去程,民生東路口
685,去程,捷運中山國中站
685,去程,民權龍江路口
685,去程,民權建國路口
685,去程,民權松江路口
685,去程,民權吉林路口
685,去程,中山國小(新生)
685,去程,稻江護校
685,去程,民族東路口
685,去程,新壽公園
685,去程,新福里
685,去程,吉林路底
685,去程,新生公園
685,去程,劍潭
685,去程,銘傳大學
685,去程,台電台北北區營業處
685,去程,士林官邸(中山)
685,去程,福林橋
685,去程,忠誠公園
685,去程,雨農國小
685,去程,聯合醫院陽明院區
685,去程,忠義街
685,去程,德行東路
685,去程,蘭雅國中
685,去程,天母棒球場(忠誠)
685,去程,市立臺北特教學校
685,去程,三玉宮
685,去程,天母廣場
685,去程,天母新村
685,去程,天母
685,回程,天母
685,回程,農訓協會
685,回程,天母新村
685,回程,天母廣場
685,回程,三玉宮
685,回程,市立臺北特教學校
685,回程,天母棒球場(忠誠)
685,回程,蘭雅國中
685,回程,德行東路
685,回程,忠義街
685,回程,聯合醫院陽明院區
685,回程,雨農國小
685,回程,忠誠公園
685,回程,德行(中山忠誠路口)
685,回程,福林橋
685,回程,捷運士林站(中山)
685,回程,台電台北北區營業處
685,回程,銘傳大學
685,回程,捷運劍潭站(中山)
685,回程,劍潭
685,回程,民族東路口
685,回程,稻江護校
685,回程,中山國小(新生)
685,回程,民權吉林路口
685,回程,新生公園
685,回程,吉林路底
685,回程,新福里
685,回程,新壽公園
685,回程,民權松江路口
685,回程,民權建國路口
685,回程,民權龍江路口
685,回程,捷運中山國中站
685,回程,興安華城
685,回程,捷運南京復興站
685,回程,芝麻大廈
685,回程,復興南路(埤頭里)
685,回程,捷運忠孝復興站
685,回程,懷生國中
685,回程,聯合醫院仁愛院區
685,回程,東豐復興路口
685,回程,大安高工(捷運大安站)
685,回程,開平餐飲學校
685,回程,捷運科技大樓站
685,回程,國立臺北教育大學
685,回程,臥龍街
685,回程,和平安和路口
685,回程,捷運六張犁站(和平)
685,回程,富陽街口
685,回程,黎忠市場
685,回程,捷運麟光站
685,回程,麟光站
688,去程,建北站
688,去程,吉林路底
688,去程,新福里
688,去程,新壽公園
688,去程,民權松江路口
688,去程,民權建國路口
688,去程,民權龍江路口
688,去程,民權復興路口
688,去程,民權敦化路口
